player_id,player_name,matches_played,minutes_played,goals,assists,xg_total,xa_total,shots,passes_completed,tackles,interceptions,progressive_passes,position,position_category,goals_per90,assists_per90,xg_per90,xa_per90,progressive_passes_per90,tackles_per90
3468,Jordan Pickford,12,1080,0,0,0.0,0.0,0,351,0,0,448,Goalkeeper,GK,0.0,0.0,0.0,0.0,37.333333333333336,0.0
3471,Dejan Lovren,7,630,0,1,0.381529793,0.0,4,436,0,9,428,Right Center Back,Unknown,0.0,0.14285714285714285,0.054504256142857144,0.0,61.142857142857146,0.0
3477,Álvaro Borja Morata Martín,11,990,4,1,2.676450122,0.0,22,106,0,0,108,Center Forward,Forward,0.36363636363636365,0.09090909090909091,0.24331364745454542,0.0,9.818181818181818,0.0
3483,Mamadou Sakho,1,90,0,0,0.0,0.0,0,6,0,0,6,Left Center Back,Unknown,0.0,0.0,0.0,0.0,6.0,0.0
3488,Wayne Hennessey,2,180,0,0,0.0,0.0,0,52,0,0,60,Goalkeeper,GK,0.0,0.0,0.0,0.0,30.0,0.0
3491,Dimitri Payet,3,270,0,0,0.15158791,0.0,2,134,0,1,133,Center Attacking Midfield,Unknown,0.0,0.0,0.05052930333333334,0.0,44.333333333333336,0.0
3493,Emre Can,6,540,1,0,0.19242908,0.0,2,130,0,3,111,Right Defensive Midfield,Unknown,0.16666666666666669,0.0,0.032071513333333336,0.0,18.5,0.0
3499,Jean-Eric Maxim Choupo-Moting,5,450,1,0,0.5235422875,0.0,3,50,0,1,51,Center Forward,Forward,0.2,0.0,0.1047084575,0.0,10.2,0.0
3500,Granit Xhaka,42,3780,3,0,2.018839978,0.0,54,3627,0,25,3120,Left Defensive Midfield,Unknown,0.07142857142857142,0.0,0.048067618523809516,0.0,74.28571428571428,0.0
3509,Thibaut Courtois,3,270,0,0,0.0,0.0,0,109,0,0,117,Goalkeeper,GK,0.0,0.0,0.0,0.0,39.0,0.0
3510,Sead Kolašinac,1,90,0,0,0.19365986200000002,0.0,2,31,0,1,29,Left Center Back,Unknown,0.0,0.0,0.19365986200000002,0.0,29.000000000000004,0.0
3512,Marko Grujić,1,90,0,0,0.027356416,0.0,1,14,0,0,13,Right Center Midfield,Midfielder,0.0,0.0,0.027356416,0.0,12.999999999999998,0.0
3517,Aaron Ramsey,5,450,0,0,0.025361432,0.0,1,204,0,2,190,Right Center Midfield,Midfielder,0.0,0.0,0.0050722864,0.0,38.0,0.0
3530,Hiroki Sakai,2,180,0,0,0.28772855,0.0,1,31,0,1,34,Right Back,Defender,0.0,0.0,0.143864275,0.0,17.0,0.0
3532,Jordan Brian Henderson,4,360,1,0,0.148950994,0.0,2,141,0,1,135,Right Center Midfield,Midfielder,0.25,0.0,0.0372377485,0.0,33.75,0.0
3533,Xherdan Shaqiri,6,540,3,1,1.3961121539999999,0.0,8,117,0,1,129,Right Wing,Forward,0.5,0.16666666666666669,0.23268535899999998,0.0,21.5,0.0
3543,Steve Mandanda,3,270,0,0,0.0,0.0,0,80,0,0,113,Goalkeeper,GK,0.0,0.0,0.0,0.0,37.666666666666664,0.0
3546,Morgan Sanson,1,90,0,0,0.303961976,0.0,3,42,0,2,41,Left Center Midfield,Midfielder,0.0,0.0,0.303961976,0.0,41.0,0.0
3548,Angelo Fulgini,1,90,0,0,0.0,0.0,0,25,0,0,25,Left Attacking Midfield,Unknown,0.0,0.0,0.0,0.0,25.0,0.0
3550,Flavien Tait,2,180,1,0,0.17286865,0.0,1,34,0,2,31,Left Center Midfield,Midfielder,0.5,0.0,0.086434325,0.0,15.5,0.0
3551,Karl Brillant Toko Ekambi,6,540,1,1,0.6703056915,0.0,11,119,0,3,103,Left Wing,Forward,0.16666666666666669,0.16666666666666669,0.11171761525,0.0,17.166666666666668,0.0
3557,Naïm Sliti,2,180,0,0,0.1403044,0.0,1,29,0,1,40,Right Attacking Midfield,Unknown,0.0,0.0,0.0701522,0.0,20.0,0.0
3567,Georginio Wijnaldum,23,2070,1,1,1.316494825,0.0,11,366,0,5,281,Right Center Midfield,Midfielder,0.043478260869565216,0.043478260869565216,0.057238905434782605,0.0,12.217391304347826,0.0
3570,Pierre-Emile Højbjerg,7,630,0,0,0.252785392,0.0,9,465,0,9,401,Left Defensive Midfield,Unknown,0.0,0.0,0.036112198857142855,0.0,57.285714285714285,0.0
3575,Oleksandr Zinchenko,3,270,0,1,0.0076609575,0.0,1,136,0,1,131,Left Back,Defender,0.0,0.33333333333333337,0.0025536524999999997,0.0,43.666666666666664,0.0
3583,Ashley Westwood,1,90,0,0,0.0,0.0,0,42,0,2,40,Center Defensive Midfield,Unknown,0.0,0.0,0.0,0.0,40.0,0.0
3593,Renato Júnior Luz Sanches,22,1980,2,0,1.1770976229999999,0.0,15,640,0,11,547,Left Center Midfield,Midfielder,0.09090909090909091,0.0,0.0535044374090909,0.0,24.863636363636363,0.0
3600,Morgan Schneiderlin,2,180,0,0,0.0,0.0,0,47,0,6,34,Left Defensive Midfield,Unknown,0.0,0.0,0.0,0.0,17.0,0.0
3604,Olivier Giroud,10,900,4,0,3.1928806520000004,0.0,19,58,0,1,51,Center Forward,Forward,0.4,0.0,0.3192880652,0.0,5.1,0.0
3606,Ander Herrera Agüera,9,810,0,0,0.0,0.0,0,293,0,6,218,Right Defensive Midfield,Unknown,0.0,0.0,0.0,0.0,24.222222222222225,0.0
3616,Callum Wilson,2,180,0,1,0.0,0.0,0,9,0,0,9,Center Forward,Forward,0.0,0.5,0.0,0.0,4.5,0.0
3620,Scott McTominay,3,270,1,0,0.24558237100000002,0.0,4,42,0,2,50,Center Attacking Midfield,Unknown,0.33333333333333337,0.0,0.08186079033333334,0.0,16.666666666666664,0.0
3621,Eden Hazard,3,270,0,0,0.009158539,0.0,1,46,0,1,43,Center Attacking Midfield,Unknown,0.0,0.0,0.0030528463333333333,0.0,14.333333333333334,0.0
3625,Sofiane Boufal,8,720,0,0,0.31647403,0.0,7,129,0,2,121,Left Wing,Forward,0.0,0.0,0.03955925375,0.0,15.125000000000002,0.0
3634,Abdelhamid Sabiri,5,450,1,1,0.9068839989999999,0.0,4,46,0,5,41,Left Center Midfield,Midfielder,0.2,0.2,0.18137679980000002,0.0,8.200000000000001,0.0
