player_id,player_name,team_id,position,match_id,minutes_played,shots,shots_on_target,goals,xg,assists,xa,passes,passes_completed,progressive_passes,key_passes,dribbles,dribbles_completed,carries,progressive_carries,tackles,interceptions,pressures,blocks,clearances,duels_won,duels_lost,aerial_duels_won,aerial_duels_lost
34870,Nick Woltemade,176,Right Center Forward,3895302,90,1,0,0,0.082292914,0,0.0,16,13,9,0,3,1,21,1,0,0,28,1,0,0,4,0,4
12299,Marvin Ducksch,176,Left Center Forward,3895302,90,0,0,0,0.0,0,0.0,19,13,14,0,0,0,14,3,0,0,20,0,2,0,1,0,1
31100,Christian Groß,176,Center Back,3895302,90,0,0,0,0.0,0,0.0,63,61,53,0,1,1,51,11,0,2,17,4,2,0,4,0,0
51769,Julián Malatini,176,Right Center Back,3895302,90,1,0,0,0.038188405,0,0.0,59,47,45,0,0,0,49,5,0,2,11,2,1,0,4,0,2
33401,Amine Adli,904,Left Attacking Midfield,3895302,90,1,0,0,0.07415738,0,0.0,21,17,13,0,2,1,24,8,0,0,15,0,0,0,1,0,0
8576,Mitchell Weiser,176,Right Wing Back,3895302,90,1,1,0,0.3757361,0,0.0,33,26,28,0,2,2,30,3,0,0,13,0,0,0,2,0,0
30606,Edmond Fayçal Tapsoba,904,Left Center Back,3895302,90,1,0,0,0.06755266,0,0.0,87,81,72,0,0,0,70,19,0,1,15,0,2,0,3,0,0
8221,Jonathan Tah,904,Center Back,3895302,90,3,1,0,0.19236262999999998,0,0.0,74,72,56,0,0,0,64,14,0,1,10,1,3,0,0,0,0
9195,Robert Andrich,904,Left Defensive Midfield,3895302,90,0,0,0,0.0,1,0.0,88,81,58,1,1,1,72,7,0,0,16,0,1,0,0,0,0
28573,Felix Agu,176,Left Wing Back,3895302,90,0,0,0,0.0,0,0.0,34,26,27,0,0,0,27,4,0,1,11,3,1,0,5,0,0
41411,Nathan Tella,904,Right Wing Back,3895302,90,0,0,0,0.0,0,0.0,24,16,19,1,2,0,29,5,0,1,20,1,0,0,1,0,0
8667,Lukáš Hrádecký,904,Goalkeeper,3895302,90,0,0,0,0.0,0,0.0,24,21,23,0,0,0,19,1,0,0,0,0,0,0,0,0,0
27133,Odilon Kossonou,904,Right Center Back,3895302,90,0,0,0,0.0,0,0.0,77,69,60,0,0,0,67,11,0,1,11,1,1,0,3,0,0
8784,Romano Schmid,176,Left Center Midfield,3895302,90,1,0,0,0.03447609,0,0.0,52,41,45,2,3,1,49,17,0,0,27,3,2,0,5,0,1
3500,Granit Xhaka,904,Right Defensive Midfield,3895302,90,3,1,1,0.102853968,0,0.0,85,78,64,0,0,0,76,16,0,1,19,5,0,0,1,0,0
8826,Leonardo Bittencourt,176,Right Center Midfield,3895302,90,2,1,0,0.10505227,0,0.0,50,46,44,1,2,0,51,9,0,1,35,1,0,0,3,0,2
32289,Victor Okoh Boniface,904,Center Forward,3895302,90,2,2,1,1.106569,1,0.0,15,11,12,0,1,1,14,4,0,0,18,0,0,0,0,0,0
8804,Jonas Hofmann,904,Right Attacking Midfield,3895302,90,1,0,0,0.09542403,0,0.0,46,37,39,6,1,1,36,6,0,0,38,0,0,0,0,0,0
21865,Senne Lynen,176,Center Defensive Midfield,3895302,90,0,0,0,0.0,0,0.0,68,63,58,0,0,0,47,4,0,2,31,3,3,0,3,0,0
6321,Milos Veljkovic,176,Left Center Back,3895302,90,0,0,0,0.0,0,0.0,61,56,55,0,0,0,49,8,0,2,4,3,4,0,2,0,1
23198,Michael Zetterer,176,Goalkeeper,3895302,90,0,0,0,0.0,0,0.0,49,43,45,0,0,0,36,7,0,0,0,0,0,0,0,0,0
38004,Piero Martín Hincapié Reyna,904,Left Wing Back,3895302,90,1,1,0,0.14338115,0,0.0,42,38,28,1,0,0,39,8,0,0,17,2,1,0,3,0,0
40724,Florian Wirtz,904,Left Attacking Midfield,3895302,90,5,3,3,0.870759703,0,0.0,27,25,15,1,3,1,32,8,0,2,20,4,0,0,1,0,1
7044,Patrik Schick,904,Center Forward,3895302,90,1,1,0,0.109270036,0,0.0,6,4,4,0,1,0,7,0,0,0,9,0,0,0,1,0,1
32712,Jeremie Frimpong,904,Right Wing Back,3895302,90,1,1,0,0.17347074,0,0.0,8,7,6,1,2,1,13,7,0,0,4,1,0,0,2,0,1
5666,Dawid Kownacki,176,Right Center Forward,3895302,90,0,0,0,0.0,0,0.0,5,2,4,0,0,0,2,0,0,0,7,0,0,0,1,0,1
24179,Olivier Deman,176,Left Wing Back,3895302,90,1,1,0,0.047987003,0,0.0,8,6,6,0,0,0,5,0,0,0,4,0,0,0,0,0,0
28268,Exequiel Alejandro Palacios,904,Left Defensive Midfield,3895302,90,1,0,0,0.06844198,1,0.0,17,17,13,0,1,1,17,2,0,0,6,0,0,0,0,0,0
10336,Alejandro Grimaldo García,904,Left Wing Back,3895302,90,0,0,0,0.0,1,0.0,10,10,5,0,0,0,8,2,0,0,2,1,1,0,2,0,0
52124,Isak Hansen-Aarøen,176,Left Center Midfield,3895302,90,0,0,0,0.0,0,0.0,4,3,0,0,1,0,4,2,0,0,4,0,0,0,0,0,0
24243,Brenden Aaronson,190,Center Attacking Midfield,3895292,90,0,0,0,0.0,0,0.0,23,19,10,0,2,0,24,6,0,0,20,1,1,0,2,0,0
42822,András Schäfer,190,Left Center Midfield,3895292,90,1,0,0,0.02534401,0,0.0,24,17,15,0,1,0,20,1,0,1,13,1,2,0,8,0,3
18789,Danilho Doekhi,190,Right Center Back,3895292,90,0,0,0,0.0,0,0.0,28,23,26,0,0,0,24,3,0,1,9,6,2,0,1,0,1
6985,Robin Gosens,190,Left Wing Back,3895292,90,1,0,0,0.061352093,0,0.0,27,18,20,2,0,0,19,0,0,0,5,3,1,0,1,0,1
32537,Yorbe Vertessen,190,Center Forward,3895292,90,1,0,0,0.08249883,0,0.0,3,1,2,0,0,0,8,2,0,0,8,1,1,0,2,0,2
27133,Odilon Kossonou,904,Right Center Back,3895292,90,0,0,0,0.0,0,0.0,67,64,62,1,2,2,56,15,0,2,11,3,7,0,0,0,0
40724,Florian Wirtz,904,Right Attacking Midfield,3895292,90,2,1,1,0.841714318,0,0.0,66,56,53,3,4,0,59,13,0,0,19,1,0,0,2,0,1
9195,Robert Andrich,904,Right Defensive Midfield,3895292,90,2,1,0,0.098477819,0,0.0,72,67,64,1,2,1,65,15,0,2,13,3,2,0,3,0,1
41411,Nathan Tella,904,Right Wing Back,3895292,90,2,1,0,0.21904598,0,0.0,34,28,31,3,3,2,34,8,0,1,7,0,1,0,4,0,1
11175,Diogo Filipe Monteiro Pinto Leite,190,Left Center Back,3895292,90,1,0,0,0.07846915,0,0.0,39,33,32,0,2,0,35,6,0,1,18,3,2,0,4,0,1
11391,Borja Iglesias Quintas,904,Center Forward,3895292,90,2,1,0,0.203266516,0,0.0,14,8,10,0,0,0,15,2,0,0,7,0,0,0,1,0,1
9402,Rani Khedira,190,Center Defensive Midfield,3895292,90,1,0,0,0.048803795,0,0.0,18,15,10,0,0,0,10,1,0,0,9,1,1,0,3,0,1
3500,Granit Xhaka,904,Left Defensive Midfield,3895292,90,1,0,0,0.0423987,0,0.0,92,83,80,0,1,1,76,8,0,1,3,1,3,0,1,0,1
10336,Alejandro Grimaldo García,904,Left Wing Back,3895292,90,3,2,0,0.22298305100000002,0,0.0,91,71,75,4,1,0,71,10,0,0,11,2,2,0,5,0,2
28239,Adam Hložek,904,Left Attacking Midfield,3895292,90,1,0,0,0.017574478,0,0.0,12,11,9,0,0,0,11,1,0,0,3,0,0,0,1,0,0
9164,Christopher Trimmel,190,Right Wing Back,3895292,90,0,0,0,0.0,0,0.0,24,14,22,1,0,0,10,1,0,0,7,3,2,0,3,0,1
8397,Kevin Vogt,190,Center Back,3895292,90,0,0,0,0.0,0,0.0,43,40,41,0,0,0,35,7,0,0,4,3,4,0,0,0,0
38004,Piero Martín Hincapié Reyna,904,Left Center Back,3895292,90,2,0,0,0.160676505,0,0.0,95,89,84,0,1,0,83,22,0,0,8,2,3,0,5,0,3
12420,Frederik Rønnow,190,Goalkeeper,3895292,90,2,0,0,0.20156666,0,0.0,48,33,47,0,0,0,31,6,0,0,0,0,0,0,0,0,0
8221,Jonathan Tah,904,Center Back,3895292,90,1,0,0,0.066974714,0,0.0,93,86,83,1,0,0,80,17,0,2,10,1,5,0,4,0,3
3117,Lucas Tousart,190,Right Center Midfield,3895292,90,0,0,0,0.0,0,0.0,22,17,16,0,3,2,19,4,0,4,19,7,4,0,4,0,2
8667,Lukáš Hrádecký,904,Goalkeeper,3895292,90,0,0,0,0.0,0,0.0,25,24,23,0,0,0,15,4,0,0,0,0,0,0,0,0,0
33401,Amine Adli,904,Left Attacking Midfield,3895292,90,2,2,0,0.5064727,0,0.0,29,22,19,0,1,1,23,4,0,0,20,0,1,0,4,0,2
24849,Mikkel Kaufmann,190,Right Center Forward,3895292,90,0,0,0,0.0,0,0.0,6,2,1,1,0,0,6,0,0,0,13,2,0,0,7,0,7
23452,Alex Král,190,Left Center Midfield,3895292,90,2,0,0,0.047048098499999996,0,0.0,17,13,13,0,1,1,16,0,0,1,7,0,0,0,2,0,1
29163,Josip Juranović,190,Right Back,3895292,90,0,0,0,0.0,0,0.0,27,18,27,4,1,1,11,5,0,2,4,0,0,0,2,0,0
44955,Aïssa Bilal Laïdouni,190,Center Defensive Midfield,3895292,90,0,0,0,0.0,0,0.0,18,16,7,0,0,0,17,4,0,0,11,1,0,0,3,0,2
32289,Victor Okoh Boniface,904,Center Forward,3895292,90,0,0,0,0.0,0,0.0,9,8,8,1,0,0,9,3,0,1,9,0,0,0,1,0,1
48543,Benedict Hollerbach,190,Left Center Forward,3895292,90,0,0,0,0.0,0,0.0,5,2,4,0,2,1,10,3,0,1,7,0,0,0,2,0,1
32712,Jeremie Frimpong,904,Right Wing Back,3895292,90,2,0,0,0.183958225,0,0.0,9,8,7,0,2,1,13,3,0,0,3,0,0,0,1,0,0
8804,Jonas Hofmann,904,Right Attacking Midfield,3895333,90,2,1,0,0.092973548,0,0.0,33,30,27,1,1,0,25,6,0,0,41,2,1,0,0,0,0
9195,Robert Andrich,904,Center Back,3895333,90,0,0,0,0.0,0,0.0,61,56,58,0,0,0,41,9,0,1,8,1,2,0,2,0,0
28239,Adam Hložek,904,Left Attacking Midfield,3895333,90,0,0,0,0.0,2,0.0,17,17,14,0,1,0,20,3,0,0,13,3,1,0,2,0,2
33088,Lucas Silva Melo,184,Right Back,3895333,90,0,0,0,0.0,0,0.0,67,59,57,0,0,0,54,6,0,4,10,0,1,0,9,0,4
3767,Ellyes Joris Skhiri,184,Left Defensive Midfield,3895333,90,0,0,0,0.0,0,0.0,45,43,36,1,0,0,29,2,0,1,16,1,0,0,2,0,0
40761,Omar Marmoush,184,Left Center Forward,3895333,90,4,1,0,0.45716991,0,0.0,20,17,13,1,1,1,20,8,0,1,22,0,0,0,1,0,1
7044,Patrik Schick,904,Center Forward,3895333,90,1,1,1,0.19578177,0,0.0,11,9,5,0,0,0,8,2,0,0,9,0,1,0,1,0,1
13294,Robin Koch,184,Right Center Back,3895333,90,0,0,0,0.0,0,0.0,85,75,73,0,0,0,70,16,0,2,4,1,6,0,2,0,2
8227,Mario Götze,184,Right Defensive Midfield,3895333,90,2,0,0,0.095075496,0,0.0,81,71,64,2,0,0,60,7,0,3,15,0,0,0,3,0,1
41411,Nathan Tella,904,Right Wing Back,3895333,90,0,0,0,0.0,0,0.0,18,10,15,0,5,2,25,6,0,0,12,0,0,0,2,0,0
50429,Hugo Ekitike,184,Right Center Forward,3895333,90,3,1,1,0.265956963,0,0.0,22,15,15,2,0,0,24,7,0,0,14,1,0,0,2,0,2
28268,Exequiel Alejandro Palacios,904,Left Defensive Midfield,3895333,90,2,1,1,0.9777941099999999,0,0.0,52,44,38,0,2,2,48,5,0,0,21,0,3,0,1,0,0
28346,Eric Junior Dina Ebimbe,184,Right Attacking Midfield,3895333,90,1,0,0,0.04776066,0,0.0,23,19,14,0,1,0,19,6,0,0,28,1,2,0,4,0,1
41593,Willian Joel Pacho Tenorio,184,Left Center Back,3895333,90,0,0,0,0.0,0,0.0,67,61,58,0,0,0,51,8,0,0,5,4,2,0,0,0,0
4440,Kevin Trapp,184,Goalkeeper,3895333,90,0,0,0,0.0,0,0.0,31,22,30,1,0,0,26,9,0,0,0,0,0,0,0,0,0
30606,Edmond Fayçal Tapsoba,904,Left Center Back,3895333,90,0,0,0,0.0,0,0.0,56,51,45,0,0,0,41,16,0,1,4,3,6,0,2,0,1
196651,Arthur Augusto de Matos Soares,904,Left Wing Back,3895333,90,0,0,0,0.0,0,0.0,41,33,33,1,3,2,37,10,0,0,4,0,5,0,1,0,0
217047,Fares Chaïbi,184,Left Attacking Midfield,3895333,90,4,2,0,0.206094968,1,0.0,31,14,26,0,0,0,22,4,0,1,20,1,0,0,1,0,1
48031,Niels Nkounkou,184,Left Back,3895333,90,0,0,0,0.0,0,0.0,34,26,29,0,2,1,32,10,0,3,14,2,2,0,7,0,1
3500,Granit Xhaka,904,Right Defensive Midfield,3895333,90,2,1,1,0.057225591000000006,0,0.0,43,38,33,0,0,0,30,5,0,0,10,1,2,0,2,0,2
27133,Odilon Kossonou,904,Right Center Back,3895333,90,0,0,0,0.0,0,0.0,46,39,38,1,0,0,35,10,0,2,9,2,3,0,0,0,0
8667,Lukáš Hrádecký,904,Goalkeeper,3895333,90,0,0,0,0.0,0,0.0,34,25,32,0,0,0,19,3,0,0,0,0,0,0,0,0,0
38004,Piero Martín Hincapié Reyna,904,Left Wing Back,3895333,90,0,0,0,0.0,0,0.0,14,10,14,0,1,1,10,0,0,1,10,1,6,0,4,0,2
32289,Victor Okoh Boniface,904,Center Forward,3895333,90,1,1,1,0.7835,0,0.0,6,4,5,0,2,2,7,2,0,0,7,1,2,0,2,0,2
143728,Hugo Larsson,184,Left Defensive Midfield,3895333,90,0,0,0,0.0,0,0.0,24,24,22,0,0,0,20,0,0,0,5,0,0,0,1,0,0
39070,Ansgar Knauff,184,Left Back,3895333,90,1,0,0,0.105557114,0,0.0,11,10,10,2,0,0,11,1,0,0,2,0,0,0,0,0,0
8221,Jonathan Tah,904,Center Back,3895333,90,0,0,0,0.0,0,0.0,4,4,4,0,0,0,2,0,0,1,1,2,5,0,0,0,0
32712,Jeremie Frimpong,904,Right Wing Back,3895333,90,1,1,1,0.47853372,0,0.0,2,0,2,0,0,0,2,2,0,0,5,0,0,0,1,0,1
291796,Jean-Mattéo Bahoya Négoce,184,Left Attacking Midfield,3895333,90,0,0,0,0.0,0,0.0,8,5,3,0,0,0,7,2,0,0,2,0,0,0,1,0,1
314766,Ignacio Ferri Julià,184,Right Center Forward,3895333,90,2,1,0,0.263919256,0,0.0,3,2,1,0,0,0,5,0,0,0,3,0,0,0,0,0,0
23658,Aurélio Gabriel Ulineia Buta,184,Right Attacking Midfield,3895333,90,0,0,0,0.0,0,0.0,14,13,13,0,1,1,13,2,0,0,2,0,0,0,0,0,0
261630,Gustavo Adolfo Puerta Molano,904,Left Defensive Midfield,3895333,90,0,0,0,0.0,0,0.0,3,3,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0
12303,Kevin Stöger,868,Center Attacking Midfield,3895340,90,1,0,0,0.038659126,0,0.0,64,50,52,1,1,0,53,12,0,3,18,0,0,0,4,0,0
9095,Manuel Riemann,868,Goalkeeper,3895340,90,0,0,0,0.0,0,0.0,46,29,46,0,0,0,20,4,0,0,0,0,0,0,0,0,0
8241,Felix Passlack,868,Right Back,3895340,90,0,0,0,0.0,0,0.0,14,9,11,0,0,0,8,1,0,0,4,0,0,0,1,0,0
8221,Jonathan Tah,904,Center Back,3895340,90,1,0,0,0.025919521,0,0.0,73,68,65,0,0,0,65,18,0,1,1,1,6,0,3,0,1
3500,Granit Xhaka,904,Left Defensive Midfield,3895340,90,3,1,0,0.144107994,0,0.0,86,79,77,1,0,0,77,14,0,0,1,0,1,0,1,0,1
9195,Robert Andrich,904,Right Defensive Midfield,3895340,90,2,0,0,0.09708438999999999,0,0.0,70,61,55,6,1,1,54,4,0,2,5,1,0,0,2,0,2
30606,Edmond Fayçal Tapsoba,904,Left Center Back,3895340,90,2,0,0,0.17691743000000001,0,0.0,105,95,92,1,2,1,93,34,0,1,6,2,0,0,3,0,1
49337,Josip Stanišić,904,Right Wing Back,3895340,90,1,1,1,0.043656476,1,0.0,59,52,50,2,4,3,52,10,0,1,7,3,1,0,5,0,2
8924,Maximilian Wittek,868,Left Wing,3895340,90,0,0,0,0.0,0,0.0,18,13,15,0,0,0,15,3,0,1,14,3,1,0,8,0,5
133208,Patrick Osterhage,868,Left Defensive Midfield,3895340,90,0,0,0,0.0,0,0.0,24,22,17,0,2,1,28,6,0,2,5,0,3,0,0,0,0
27133,Odilon Kossonou,904,Right Center Back,3895340,90,1,0,0,0.023349753,0,0.0,58,53,53,1,1,0,54,7,0,0,1,0,6,0,2,0,2
7044,Patrik Schick,904,Center Forward,3895340,90,5,2,1,0.379899582,0,0.0,13,13,10,0,0,0,20,2,0,0,7,2,0,0,3,0,1
8949,Takuma Asano,868,Right Wing,3895340,90,0,0,0,0.0,0,0.0,4,2,2,0,0,0,5,2,0,0,3,0,0,0,1,0,1
196651,Arthur Augusto de Matos Soares,904,Left Wing Back,3895340,90,1,0,0,0.010973065,2,0.0,45,41,41,2,3,1,40,7,0,1,6,3,2,0,4,0,3
41411,Nathan Tella,904,Right Wing,3895340,90,0,0,0,0.0,0,0.0,24,24,18,0,4,1,27,3,0,0,9,2,1,0,3,0,1
9089,Anthony Losilla,868,Right Defensive Midfield,3895340,90,0,0,0,0.0,0,0.0,14,10,12,0,0,0,6,0,0,1,7,1,1,0,2,0,0
28603,Philipp Hofmann,868,Center Forward,3895340,90,1,0,0,0.12386223,0,0.0,17,10,12,0,0,0,3,0,0,0,11,1,0,0,3,0,2
8667,Lukáš Hrádecký,904,Goalkeeper,3895340,90,0,0,0,0.0,0,0.0,31,24,28,0,0,0,18,3,0,0,0,0,0,0,0,0,0
44198,Ivan Ordets,868,Right Center Back,3895340,90,0,0,0,0.0,0,0.0,12,11,9,0,0,0,6,0,0,2,12,7,4,0,1,0,0
32289,Victor Okoh Boniface,904,Left Wing,3895340,90,4,1,1,1.076389114,0,0.0,14,12,9,0,2,0,15,2,0,0,9,0,1,0,1,0,1
23351,Keven Schlotterbeck,868,Left Center Back,3895340,90,0,0,0,0.0,0,0.0,33,25,23,1,2,1,26,3,0,1,11,2,3,0,7,0,2
8960,Bernardo Fernandes da Silva Junior,868,Left Back,3895340,90,0,0,0,0.0,0,0.0,14,11,13,0,0,0,8,0,0,2,5,0,2,0,2,0,1
297024,Tim Oermann,868,Right Wing Back,3895340,90,0,0,0,0.0,0,0.0,16,10,16,0,0,0,12,1,0,0,9,2,2,0,4,0,0
29760,Erhan Mašović,868,Right Center Back,3895340,90,0,0,0,0.0,0,0.0,12,10,11,0,0,0,9,2,0,0,3,0,4,0,2,0,0
18129,Lukas Daschner,868,Center Forward,3895340,90,0,0,0,0.0,0,0.0,10,7,9,1,1,0,8,2,0,0,7,0,0,0,5,0,3
15546,Matúš Bero,868,Right Center Midfield,3895340,90,1,0,0,0.15157913,0,0.0,13,9,10,0,0,0,11,3,0,1,4,0,0,0,0,0,0
8804,Jonas Hofmann,904,Right Center Back,3895340,90,2,1,0,0.6388131050000001,1,0.0,18,15,16,4,0,0,11,4,0,0,5,0,0,0,1,0,1
11391,Borja Iglesias Quintas,904,Center Forward,3895340,90,0,0,0,0.0,0,0.0,4,4,4,1,0,0,5,1,0,0,4,0,0,0,0,0,0
33401,Amine Adli,904,Left Wing,3895340,90,5,3,1,0.802209351,0,0.0,13,12,11,0,0,0,13,3,0,0,6,0,0,0,1,0,0
261630,Gustavo Adolfo Puerta Molano,904,Left Defensive Midfield,3895340,90,1,0,0,0.020731112,0,0.0,15,15,11,1,1,1,13,4,0,0,4,0,0,0,0,0,0
10336,Alejandro Grimaldo García,904,Left Wing Back,3895340,90,1,1,1,0.86161053,0,0.0,17,12,14,1,0,0,15,1,0,0,2,0,0,0,0,0,0
6874,Ermedin Demirović,172,Right Center Forward,3895348,90,4,0,0,0.226136871,0,0.0,19,13,14,0,0,0,16,2,0,0,24,0,0,0,4,0,4
8245,Felix Uduokhai,172,Left Center Back,3895348,90,0,0,0,0.0,0,0.0,40,34,35,0,0,0,34,4,0,2,8,8,5,0,3,0,1
8318,Jeffrey Gouweleeuw,172,Right Center Back,3895348,90,0,0,0,0.0,0,0.0,54,47,49,2,1,0,44,12,0,0,8,1,5,0,1,0,0
33401,Amine Adli,904,Left Attacking Midfield,3895348,90,1,1,0,0.058906764,1,0.0,36,31,23,1,2,1,38,7,0,0,16,2,2,0,2,0,0
3428,Tomáš Koubek,172,Goalkeeper,3895348,90,0,0,0,0.0,0,0.0,34,24,31,0,0,0,23,4,0,0,0,0,0,0,0,0,0
9221,Phillip Tietz,172,Left Center Forward,3895348,90,0,0,0,0.0,0,0.0,25,16,19,1,1,1,25,3,0,0,9,0,1,0,0,0,0
10336,Alejandro Grimaldo García,904,Left Wing Back,3895348,90,0,0,0,0.0,0,0.0,46,38,29,1,0,0,36,2,0,0,6,1,1,0,2,0,0
32289,Victor Okoh Boniface,904,Center Forward,3895348,90,2,1,1,0.8074633640000001,0,0.0,19,15,12,0,3,2,25,3,0,0,7,1,0,0,1,0,1
51825,Tim Breithaupt,172,Center Defensive Midfield,3895348,90,0,0,0,0.0,0,0.0,21,20,18,0,0,0,18,1,0,1,11,6,0,0,0,0,0
9195,Robert Andrich,904,Right Defensive Midfield,3895348,90,4,2,1,0.44954254899999996,0,0.0,91,86,68,2,4,3,88,10,0,0,14,2,1,0,3,0,0
32712,Jeremie Frimpong,904,Right Wing Back,3895348,90,1,0,0,0.081525005,0,0.0,40,32,26,2,4,2,41,16,0,1,6,1,1,0,0,0,0
25118,Iago Amaral Borduchi,172,Left Back,3895348,90,1,0,0,0.046394035,0,0.0,33,29,27,0,2,0,30,4,0,3,14,5,0,0,2,0,1
316237,Mert Kömür,172,Center Attacking Midfield,3895348,90,1,1,1,0.10435216,0,0.0,17,16,9,0,2,0,21,5,0,0,20,1,0,0,2,0,0
30606,Edmond Fayçal Tapsoba,904,Left Center Back,3895348,90,0,0,0,0.0,0,0.0,100,92,79,0,1,1,84,24,0,1,13,3,4,0,4,0,3
27133,Odilon Kossonou,904,Right Center Back,3895348,90,0,0,0,0.0,0,0.0,117,115,93,0,2,1,105,39,0,1,7,0,1,0,2,0,0
28268,Exequiel Alejandro Palacios,904,Left Defensive Midfield,3895348,90,0,0,0,0.0,0,0.0,72,65,50,1,2,1,67,10,0,3,16,3,1,0,3,0,1
8804,Jonas Hofmann,904,Right Attacking Midfield,3895348,90,4,2,0,0.192856276,0,0.0,66,57,46,3,0,0,60,9,0,0,13,0,0,0,0,0,0
12411,Arne Maier,172,Right Center Midfield,3895348,90,0,0,0,0.0,1,0.0,45,32,33,0,0,0,39,8,0,0,20,1,2,0,1,0,0
8221,Jonathan Tah,904,Center Back,3895348,90,1,0,0,0.05129539,0,0.0,85,80,69,0,1,1,76,17,0,3,8,1,0,0,1,0,1
8667,Lukáš Hrádecký,904,Goalkeeper,3895348,90,0,0,0,0.0,0,0.0,23,22,22,0,0,0,17,3,0,0,0,0,0,0,0,0,0
9198,Niklas Dorsch,172,Left Center Midfield,3895348,90,1,0,0,0.034268443,0,0.0,45,43,36,1,0,0,45,6,0,1,11,1,2,0,0,0,0
24442,Mads Pedersen,172,Right Back,3895348,90,0,0,0,0.0,0,0.0,51,47,36,0,1,1,38,7,0,3,16,0,2,0,7,0,1
40167,Arne Engels,172,Left Center Midfield,3895348,90,1,0,0,0.082670294,0,0.0,19,17,15,0,0,0,19,4,0,0,8,0,2,0,2,0,0
7044,Patrik Schick,904,Center Forward,3895348,90,2,0,0,0.230597712,0,0.0,5,5,1,0,0,0,6,2,0,0,2,1,0,0,0,0,0
40724,Florian Wirtz,904,Left Attacking Midfield,3895348,90,3,1,0,0.200013376,0,0.0,14,13,9,2,2,0,22,7,0,0,9,1,0,0,1,0,0
3500,Granit Xhaka,904,Right Defensive Midfield,3895348,90,2,1,0,0.092719968,0,0.0,31,28,21,1,0,0,29,1,0,0,2,0,0,0,0,0,0
38004,Piero Martín Hincapié Reyna,904,Left Wing Back,3895348,90,0,0,0,0.0,0,0.0,15,12,12,0,1,0,12,3,0,0,3,2,1,0,0,0,0
9227,Sven Michel,172,Left Center Forward,3895348,90,0,0,0,0.0,0,0.0,7,2,5,1,0,0,6,4,0,0,6,1,0,0,4,0,1
24319,Pep Biel Mas Jaume,172,Center Attacking Midfield,3895348,90,2,1,0,0.286509966,0,0.0,3,2,1,0,0,0,2,0,0,0,7,0,0,0,1,0,0
49337,Josip Stanišić,904,Right Wing Back,3895348,90,0,0,0,0.0,0,0.0,11,10,10,1,0,0,10,2,0,0,0,0,2,0,0,0,0
316245,Mahmut Kücüksahin,172,Right Center Midfield,3895348,90,0,0,0,0.0,0,0.0,4,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
40995,Dion Drena Beljo,172,Right Center Forward,3895348,90,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35242,Maximilian Beier,175,Left Center Forward,3895286,90,2,1,1,0.345391153,0,0.0,16,13,10,1,1,1,13,8,0,0,12,2,0,0,4,0,2
426425,Tim Drexler,175,Left Center Back,3895286,90,0,0,0,0.0,0,0.0,39,37,32,0,1,0,25,5,0,1,14,4,5,0,2,0,1
11396,Florian Grillitsch,175,Center Back,3895286,90,0,0,0,0.0,0,0.0,39,35,32,0,0,0,18,3,0,1,15,4,13,0,7,0,2
9397,Pavel Kadeřábek,175,Right Wing Back,3895286,90,0,0,0,0.0,0,0.0,39,21,32,1,2,0,15,2,0,0,18,5,2,0,2,0,2
38004,Piero Martín Hincapié Reyna,904,Left Center Back,3895286,90,1,1,0,0.057205044,0,0.0,78,73,52,0,0,0,63,22,0,0,6,0,2,0,2,0,0
10336,Alejandro Grimaldo García,904,Left Wing Back,3895286,90,4,2,0,0.129172764,0,0.0,88,72,65,3,0,0,66,15,0,3,10,4,1,0,2,0,1
7829,Wout Weghorst,175,Right Center Forward,3895286,90,1,0,0,0.05932622,1,0.0,17,12,13,0,2,0,17,1,0,2,26,3,2,0,6,0,4
20770,Ozan Muhammed Kabak,175,Right Center Back,3895286,90,0,0,0,0.0,0,0.0,27,21,23,0,0,0,18,4,0,3,18,4,3,0,2,0,1
8221,Jonathan Tah,904,Center Back,3895286,90,2,0,0,0.09192916000000001,1,0.0,93,90,81,0,0,0,68,15,0,2,8,0,1,0,0,0,0
134272,David Jurásek,175,Left Wing Back,3895286,90,0,0,0,0.0,0,0.0,41,31,33,1,0,0,21,4,0,3,11,4,4,0,3,0,1
8393,Oliver Baumann,175,Goalkeeper,3895286,90,0,0,0,0.0,0,0.0,50,35,49,0,0,0,22,4,0,0,0,0,0,0,0,0,0
48644,Anton Stach,175,Center Defensive Midfield,3895286,90,1,0,0,0.030083178,0,0.0,33,25,28,0,0,0,20,5,0,5,10,2,8,0,0,0,0
40724,Florian Wirtz,904,Left Attacking Midfield,3895286,90,3,1,0,0.129059061,0,0.0,91,74,60,6,4,3,79,14,0,0,18,4,0,0,2,0,0
30606,Edmond Fayçal Tapsoba,904,Right Center Back,3895286,90,0,0,0,0.0,0,0.0,76,68,64,0,0,0,61,16,0,3,12,3,2,0,1,0,0
3500,Granit Xhaka,904,Left Defensive Midfield,3895286,90,4,2,0,0.174235635,0,0.0,120,107,93,2,0,0,98,16,0,0,8,1,3,0,3,0,2
9195,Robert Andrich,904,Right Defensive Midfield,3895286,90,3,1,1,0.28477740900000004,0,0.0,93,78,68,3,1,0,66,12,0,2,12,0,1,0,6,0,1
